feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,label
135.5729522705078,148.1348876953125,120.22146606445312,51.38410445281108,43.681617105888314,55.19153019727457,123.0,141.0,105.0,1230.0,847.0,733.0,434.0024203431374,0.014492891013619686,0.12140475720424966,7.356244155138014,47.93701171875,12320.0,0.18798828125,1.0,0.3
119.6324462890625,122.61000061035156,114.07478332519531,92.65493207311039,93.5248968263499,99.8675976269065,83.0,86.0,68.0,1611.0,1895.0,2068.0,125.60833333333332,0.05786727447304916,0.4401990926758702,7.342126852315022,18.439407348632812,4739.0,0.0723114013671875,1.0,0.7
71.54267883300781,71.34336853027344,76.85633850097656,54.86684412760654,55.71888585566615,61.9679128526383,58.0,62.0,59.0,896.0,774.0,1027.0,195.91896446078437,0.02868950727920847,0.3497190988011853,7.359809043372647,29.124069213867188,7485.0,0.1142120361328125,1.0,0.4
123.88139343261719,142.0498504638672,159.16043090820312,44.69458345560746,59.57615009032199,88.33997711594434,127.0,168.0,159.0,1085.0,945.0,7213.0,466.8237898284315,0.05332497387131537,0.42248578047231916,7.494021049763517,41.407928466796875,10642.0,0.162384033203125,1.0,0.6
108.5950927734375,85.65553283691406,98.19769287109375,73.18663907939404,73.8662162661924,79.46832879545404,131.0,86.0,82.0,1221.0,4852.0,1297.0,289.19082414215694,0.04381473579370153,0.44294711303561335,7.232052491070879,18.217620849609375,4682.0,0.071441650390625,1.0,0.45
147.6929473876953,116.01028442382812,95.94850158691406,56.962242896395885,47.740620606570964,39.90641846869261,170.0,129.0,103.0,1071.0,1007.0,1111.0,316.06755514705884,0.016812764140683983,0.1393718740425031,7.317588920248646,42.43125915527344,10905.0,0.1663970947265625,1.0,0.775
68.73497009277344,132.19017028808594,142.8294219970703,37.90943752046451,37.70448821850187,75.54441225591212,63.0,140.0,187.0,1320.0,2353.0,3548.0,88.97113970588235,0.08977615806565988,0.6387478658360801,6.834830298946271,12.941436767578125,3326.0,0.050750732421875,1.0,0.5
94.84095764160156,94.35697937011719,94.64677429199219,53.18246623355773,53.4606625644309,52.943573215793045,95.0,95.0,95.0,571.0,539.0,566.0,279.5960477941177,0.019943155701519544,0.2986017827952884,7.6465829559551795,24.038543701171875,6178.0,0.094268798828125,1.0,0.2
109.91668701171875,106.33187866210938,101.12396240234375,57.7166507901178,57.97495329309753,57.49225477109592,114.0,110.0,102.0,1710.0,1502.0,1483.0,152.503768382353,0.042920948954231014,0.4415551491709473,7.493464506807619,15.669021606445312,4027.0,0.0614471435546875,1.0,0.2
113.31169128417969,115.74844360351562,54.169891357421875,52.378293767472115,44.48074555898207,50.129867725213245,103.0,110.0,40.0,695.0,747.0,4100.0,655.7251378676472,0.011269867470559254,0.09106721025377412,7.451775855242314,66.55540466308594,17105.0,0.2610015869140625,1.0,0.65
165.45306396484375,171.76280212402344,182.733642578125,55.43726516550116,49.61195086801493,47.48905103316398,197.0,200.0,209.0,10637.0,10929.0,8662.0,400.93258272058824,0.22753151634267044,0.575064374784231,5.645089744583578,21.548309326171875,5538.0,0.084503173828125,1.0,0.7
89.13800048828125,99.81651306152344,125.94136047363281,45.64359302556278,52.56247802001854,74.93838407790567,91.0,109.0,145.0,6295.0,6441.0,6116.0,589.6507046568628,0.10230905537284334,0.5463711073433747,7.01162319802497,24.501571655273438,6297.0,0.0960845947265625,1.0,0.125
107.190185546875,96.61021423339844,73.01005554199219,65.22528561388472,61.093699538745966,66.54846403020606,122.0,94.0,50.0,1501.0,1630.0,2382.0,101.41011029411766,0.040359180757527105,0.42595931350557753,7.570939406160785,15.217666625976562,3911.0,0.0596771240234375,1.0,0.8
155.6566162109375,150.04995727539062,152.19970703125,73.32610843118091,79.89235449198245,64.31026452445352,189.0,185.0,170.0,991.0,899.0,804.0,252.16469056372554,0.03215099279317056,0.39000028574526036,7.273491232372866,13.99200439453125,3596.0,0.05487060546875,1.0,0.5
61.42018127441406,38.496185302734375,25.681488037109375,61.2633939422283,45.49868857140408,37.743821884020946,40.0,22.0,12.0,2443.0,2973.0,7052.0,375.00726102941184,0.052774778115772185,0.3263317674147028,6.794754027081698,29.279708862304688,7525.0,0.1148223876953125,1.0,0.35
109.51119995117188,109.51119995117188,109.51119995117188,41.951636994102174,41.951636994102174,41.951636994102174,118.0,118.0,118.0,807.0,807.0,807.0,332.80798100490193,0.020999030749944234,0.2572593150719634,7.318128825396348,32.9022216796875,8456.0,0.1290283203125,1.0,0.5
101.20358276367188,107.01966857910156,78.02178955078125,55.13988057690094,55.24180571911919,61.2843507794577,90.0,102.0,57.0,1003.0,854.0,1082.0,586.6874693627451,0.014382004965520738,0.13299458301120745,7.479725871907264,56.10420227050781,14419.0,0.2200164794921875,1.0,0.55
113.19337463378906,80.59230041503906,49.2703857421875,35.01166326213152,33.848794672770836,34.99215408987063,106.0,77.0,40.0,1033.0,1276.0,2280.0,54.07492340686273,0.039947851052275545,0.46985646355436556,6.8490343172601404,14.252700805664062,3663.0,0.0558929443359375,1.0,0.0
130.22659301757812,121.85588073730469,117.64073181152344,69.0136790434066,73.36796968106395,70.8213454004696,140.0,113.0,113.0,812.0,953.0,1065.0,30.883241421568634,0.028160668699421965,0.427837328740516,7.8592660148478,8.252792358398438,2121.0,0.0323638916015625,1.0,0.3
144.49905395507812,128.4480438232422,125.90776062011719,71.1686144223175,70.43069591290718,72.87840086791005,177.0,157.0,150.0,1187.0,1499.0,1151.0,917.3971047794118,0.030662929652512466,0.27865926847319517,7.595580851606232,37.096710205078125,9534.0,0.145477294921875,1.0,0.458
124.31568908691406,118.826416015625,108.86381530761719,70.23816640520901,76.66770984965315,87.19356616298487,103.0,93.0,72.0,663.0,971.0,1298.0,170.13785232843136,0.029776393589991974,0.3055447507208471,7.572632315283646,39.29512023925781,10099.0,0.1540985107421875,1.0,0.4
116.2364501953125,122.37335205078125,110.29353332519531,60.15917403199105,61.06761684592185,77.25828495961366,93.0,105.0,69.0,859.0,887.0,1023.0,152.46147365196083,0.024001172987566908,0.28885402176086317,7.4461017070339865,21.474380493164062,5519.0,0.0842132568359375,1.0,0.5
75.40513610839844,63.66191101074219,54.34611511230469,68.45652830940271,66.78721352394746,67.54573714385367,58.0,38.0,23.0,4145.0,4424.0,6347.0,626.9622702205884,0.0682648417627112,0.31544870540781983,7.302823795520696,39.70367431640625,10204.0,0.15570068359375,1.0,0.5
107.25955200195312,117.67121887207031,78.69912719726562,66.28800605702433,68.8445847888717,68.08648291498362,92.0,97.0,60.0,484.0,631.0,2881.0,754.1123621323532,0.012910558845616354,0.1266399708272777,7.763936205801451,70.00282287597656,17991.0,0.2745208740234375,1.0,0.7
160.65512084960938,161.837158203125,113.24099731445312,45.270681309249774,47.24606842191726,38.768112121463886,171.0,172.0,113.0,901.0,753.0,813.0,235.23405330882358,0.01777112313413301,0.1621629839536643,7.2419484468108495,30.610427856445312,7867.0,0.1200408935546875,1.0,0.4
127.15341186523438,127.49063110351562,97.31495666503906,60.272582270380944,60.044764572407225,68.26008324438664,126.0,128.0,81.0,2809.0,2801.0,2696.0,329.93959865196086,0.044952741289854166,0.19934878445712614,7.624085867154336,43.400115966796875,11154.0,0.170196533203125,1.0,0.65
105.45994567871094,99.39337158203125,90.55241394042969,55.1759551791239,58.87798829879383,57.53260104033494,106.0,95.0,81.0,622.0,552.0,682.0,525.5361825980392,0.014610148460184888,0.19295085836328307,7.721344414506153,39.39239501953125,10124.0,0.15447998046875,1.0,0.6
196.86883544921875,186.970458984375,190.5814971923828,39.200310520873224,58.017695760615695,58.63348089479633,209.0,212.0,216.0,4491.0,4368.0,4438.0,73.70229779411765,0.12659522491970232,0.6999888176188007,6.44144845599586,6.7430877685546875,1733.0,0.0264434814453125,1.0,0.75
88.38967895507812,100.66255187988281,83.41958618164062,56.160972622174285,62.03609748834635,56.29755994738961,88.0,95.0,68.0,976.0,895.0,848.0,439.63950674019617,0.019576133069580542,0.219263355044781,7.636679870307685,48.57124328613281,12483.0,0.1904754638671875,1.0,0.75
110.76258850097656,96.35737609863281,94.52816772460938,73.81329330955897,72.68464487302177,74.44079797799574,107.0,81.0,75.0,1794.0,2461.0,2654.0,751.3750459558825,0.030733223238808623,0.15184664129276407,7.736851969409981,47.804718017578125,12286.0,0.187469482421875,1.0,0.5
117.1365966796875,117.34774780273438,105.12130737304688,62.176493459391004,61.82797455780653,70.8331202659539,98.0,98.0,84.0,897.0,1034.0,1163.0,421.71813725490205,0.02682415017712199,0.18662557042228095,7.486524688250117,47.415618896484375,12186.0,0.185943603515625,1.0,0.5
